"","Labels","Text","Text_Tag"
"9394",1," the budget help the by billion the decade the level dwight was ","deficit,federal-budget,history"
"9395",0," says decided he obamacare his ","health-care,voting-record"
"9396",1," the percent background thats ","guns,polls"
"9397",5," bob has his on defense marriage the ","marriage"
"9398",1," youth is the ","economy"
"9399",3," says percent council have from only percent ","city-government"
"9400",3," the sales would the consumer estimated a ","transportation"
"9401",2," twenty americans of ","jobs"
"9402",1," says sherrod is obama stamp supporting and plan ","cap-and-trade,climate-change,environment,voting-record"
"9403",4," says rubio we be of and we close and muslims and fact them the party ","diversity,homeland-security,religion,terrorism"
"9404",0," every which a of is by every ","poverty"
"9405",4," the general that victims for rape ","crime,women"
"9406",4," says barack finance is a tax all at financial ","social-security,taxes"
"9407",3," says are as students georgia college there two ago ","education,state-finances"
"9408",4," a obama order lead a of by in united potentially at officials ","foreign-policy,homeland-security"
"9409",1," if are on in this to of ","energy"
"9410",1," says investigations year housing and recent have of into of who been ","civil-rights,housing"
"9411",1," says renacci increasing bonuses our ","federal-budget,job-accomplishments,message-machine-2012,military"
"9412",5," 46 of between of to in ","sexuality"
"9413",2," theres billion funds weve its and deal washington keep ","medicaid"
"9414",1," the wants us sign to international court ","foreign-policy,legal-issues"
"9415",0," obamacare invented liberal ","health-care"
"9416",0," florida support stand ","crime,guns,legal-issues"
"9417",0," american work to a obama spending a on illegal child ","federal-budget,immigration"
"9418",3," mitt opposed lobby ronald ","guns"
"9419",5," just we the that the time security now more benefits its in was that supposed happen 2016 ","social-security"
"9420",3," theres that period violence ","crime,guns,public-health"
"9421",5," the department homeland that is a of on voter ","elections"
"9422",4," says said was enough he the ","patriotism,religion"
"9423",0," ken would away public to schools ","education,state-budget,taxes"
"9424",0," a department labor wall cost percent the of plan the of career ","economy,pundits,retirement"
"9425",1," the states not its weapons ","nuclear"
"9426",4," i your as in ad dont it ","immigration"
"9427",2," this the time texas and the time united that women for top ","elections,women"
"9428",5," the thing he want for what did he mandate care which and want that ","job-accomplishments"
"9429",4," what have and is is said agency at that on books if dont sense get of ","government-regulation,market-regulation"
"9430",4," the of wrote 100 in checks the joe didnt the to him let off hook ","crime,ethics,message-machine"
"9431",4," says wisconsin party international day get less not able make care ","women"
"9432",1," official un ","candidates-biography"
"9433",4," says obama to who going build in at cost american ","china,jobs,message-machine-2012,workers"
"9434",1," says said for teacher texas schools ","education,state-budget,state-finances"
"9435",5," its 14 since president a president a of family not and at event the ","sports"
"9436",0," a wisconsin bill take least years create ","environment,government-regulation,jobs"
"9437",0," as county scott the list longterm for adults the care ","job-accomplishments"
"9438",1," the budget most and the health plan said it not but that 10 it create billion ","health-care"
"9439",1," the care bill the tax in ","health-care,taxes"
"9440",2," in a he up in charges pay a of ","candidates-biography,government-efficiency,trade"
"9441",5," more 30 of state goes ","debt,disability,economy,families,government-efficiency,health-care,medicaid,poverty,state-budget,state-finances,taxes"
"9442",0," the administration would on institution institution institution obamacare of you to as ","abortion,health-care,religion,states"
"9443",2," women 77 for earned men ","economy,income,poverty,wealth,women,workers"
"9444",5," my team a in crime compensation ","crime,criminal-justice,government-efficiency,job-accomplishments,state-finances"
"9445",3," we not unemployment high this since depression ","economy,jobs"
"9446",4," says rick is texans to like ","candidates-biography,ethics,state-budget"
"9447",1," congressman has record against ","veterans"
"9448",1," there fewer casualties than have from drone ","foreign-policy"
"9449",3," trade role the of developing for hiv ","public-health,trade"
"9450",4," by religion the the ","corrections-and-updates,history,religion"
"9451",3," nfl are on than average ","sports"
"9452",1," republican for deal voted fund ","abortion,women"
"9453",1," i the of republican in new and carolina ","elections"
"9454",1," says hall the member congress ","candidates-biography,history"
"9455",3," of most cities the are india china ","climate-change,environment,foreign-policy"
"9456",4," says report ken have for violations virginias was ","ethics"
"9457",0," the act 60000 among officials in state florida 20000 ","jobs,stimulus"
"9458",2," under barack more are poverty than any since census began on 50 ago ","history,poverty"
"9459",3," it just fact apparently north is senator ","foreign-policy"
"9460",0," who sign to for rob ","candidates-biography"
"9461",1," under obama the government the wage women ","economy,jobs,women"
"9462",3," austins fastestgrowing in country last years ","population"
"9463",2," every teacher a raise ","corrections-and-updates,education,state-budget"
"9464",0," obama a christmas tax ","taxes"
"9465",0," says his wisconsin household is while is nationally president ","economy,income,job-accomplishments"
"9466",4," says had been place florida 911 lived we have the of americans ","immigration,terrorism"
"9467",3," for we in in 800000 could health for entire ","health-care"
"9468",2," austin the in in western states on single of ","city-budget,city-government,water"
"9469",3," us has for trillion our debt ","debt"
"9470",1," our cant christmas in ","education,message-machine-2012,religion"
"9471",5," her zero a zero zero on ","job-accomplishments"
"9472",2," in states this you still for just but your you ","gays-and-lesbians,legal-issues,states,workers"
"9473",5," less four of health is on and health ","health-care"
"9474",3," the few the of top percent by than percent to average million year ","economy,income,wealth"
"9475",2," home million new jobs voted ","afghanistan,economy,iraq,jobs,message-machine-2012"
"9476",5," says law state to to produced grown texas ","state-budget,state-finances"
"9477",2," bills my on either a or you get unless work folks the side ","bipartisanship,candidates-biography,history,job-accomplishments"
"9478",3," new is in nation our have than other ","crime,criminal-justice,urban"
"9479",1," says went lobbied you him congress ","candidates-biography,ethics"
"9480",1," but my had way millions who on had social tied in stock this ","medicare"
